-0.219,-0.435,-0.394
0.096,-0.45,-0.944
0.417,-0.192,-0.41
0.256,-0.317,-0.759
-0.012,0.144,-0.949
-0.138,-0.099,0.505
-0.136,0.296,0.588
-0.289,-0.631,-0.763
0.251,0.145,-0.347
-0.078,-0.434,-0.351
-0.392,0.264,-0.539
-0.338,0.263,0.152
0.4,-0.204,1.452
0.27,0.288,-0.512
0.114,-0.041,-0.173
0.063,-0.719,0.799
-0.474,0.178,0.434
0.129,0.444,0.496
-0.264,0.519,0.032
-0.038,0.351,-0.222
0.222,-0.055,-0.863
0.173,0.994,0.385
0.3,0.005,0.709
0.145,0.181,0.082
0.182,0.029,-0.868
-0.166,-0.684,0.971
-0.548,0.04,-0.088
0.192,-0.354,-0.993
0.205,-0.608,-0.73
-0.354,0.135,-1.898
-0.136,-0.45,-1.022
0.159,-0.256,-1.785
-0.089,-0.243,0.305
0.329,-0.25,1.21
0.017,-0.802,-0.095
0.1,-0.45,-0.835
0.235,0.271,0.633
-0.221,0.184,1.042
-0.313,-0.324,-0.268
0.226,1,0.459
0.03,-0.105,-0.162
0.024,0.649,0.203
-0.001,-0.222,-0.095
-0.557,-0.103,-0.354
0.275,0.334,0.693
-0.262,-0.242,-0.784
-0.065,-0.395,-0.409
-0.049,0.338,0.756
-0.192,0.217,0.376
-0.367,-0.14,-0.961
-0.035,-0.608,0.56
-0.408,0.287,-0.356
-0.26,-0.084,-0.565
-0.131,0.153,0.027
0.087,-0.004,0.768
-0.29,-0.565,-0.336
-0.129,0.245,1.515
0.103,-0.295,-0.53
0.308,0.343,-1.04
-0.222,-0.694,-1.413
-0.251,0.345,-0.701
0.068,-0.058,0.903
0.298,-0.294,0.47
-0.176,-0.827,-0.951
0.012,0.494,1.802
-0.33,0.096,2.017
0.138,0.723,-0.041
0.368,-0.023,0.487
0.353,-0.786,-1.416
0.258,0.226,0.315
0.164,-0.165,1.005
0.17,-0.067,-0.799
0.612,0.359,0.718
0.275,-0.097,0.413
0.338,-0.074,1.029
0.331,0.874,0.433
0,0.359,-0.522
-0.049,0.851,1.09
0.025,0.065,0.18
-0.065,-0.133,0.118
0.23,0.034,0.859
0.59,0.569,0.115
0.327,-1.678,-1.702
-0.289,0.822,-0.188
-0.052,-0.453,0.086
-0.348,0.337,-0.222
-0.28,-0.103,0.798
0.028,-0.561,-0.111
-0.179,0.245,0.29
0.122,1.487,1.247
0.092,0.12,-0.238
0.056,-0.539,-0.04
0.195,-0.16,-0.476
0.177,0.95,0.337
0.453,-0.023,0.188
0.26,0.295,2.43
0.26,0.082,0.441
0.27,-0.309,-0.554
0.025,0.663,0.434
0.184,0.43,0.367
-0.055,1.043,0.998
0.163,-0.219,0.317
-0.029,-0.389,0.269
-0.095,0.208,-0.019
0.13,-0.727,-0.252
-0.211,-0.207,1.03
0.071,0.528,0.919
0.308,-0.208,0.029
-0.125,1.224,1.162
0.344,0.03,0.795
0.342,0.293,0.827
0.029,-0.188,-0.384
-0.512,0.405,0.555
-0.23,0.241,0.535
0.045,-0.212,-1.187
0.131,-0.212,-0.624
-0.504,-0.524,0.718
-0.288,0.284,0.265
-0.173,0.08,1.574
-0.183,-0.043,-0.539
-0.228,0.701,2.15
-0.312,0.529,0.862
-0.353,-0.387,0.459
0.354,0.857,0.049
-0.043,0.102,-1.875
0.114,-0.674,0.085
-0.247,0.17,0.861
0.088,0.99,1.213
-0.092,-1.186,-1.577
-0.066,-0.538,-0.631
0.47,0.493,1.308
0.035,0.312,-0.183
-0.229,0.902,-0.654
-0.182,0.045,0.097
-0.213,0.443,0.733
-0.135,0.556,1.555
-0.119,-0.57,-0.138
0.215,0.202,0.171
0.035,-0.654,-0.644
0.045,-0.192,0.39
0.043,-0.54,-0.015
-0.264,0.577,-0.66
0.308,0.272,0.474
0.317,0.837,0.942
0.034,-0.779,0.366
-0.169,0.955,-0.269
0.047,-0.085,-0.057
0.306,0.734,0.601
0.161,-0.258,0.15
0.125,0.243,-0.655
-0.015,0.414,0.177
-0.45,0.283,-0.165
0.288,0.058,0.257
-0.076,-0.311,-0.307
-0.124,0.498,-0.648
0.29,-0.531,0.185
0.213,-0.018,-1.245
0.282,-0.299,-0.395
0.064,0.225,-0.309
0.203,-0.2,-0.744
0.061,-0.501,-2.102
0.339,-0.224,0.088
-0.098,-0.111,-1.476
-0.263,-0.753,0.678
0.319,-1.12,0.584
0.323,-0.535,0.321
-0.405,0.563,-0.529
0.593,-0.456,-1.63
-0.21,0.444,1.323
0.032,-0.158,0.154
0.245,0.018,0.003
0.639,-0.231,-0.324
-0.037,0.737,1.095
0.317,0.428,-0.539
-0.257,0.306,1.691
0.081,-0.369,-0.4
-0.233,0.452,0.664
0.026,0.403,-1.405
0.051,-0.226,-1.652
-0.205,0.706,-0.574
0.319,0.254,-0.701
0.242,-1.019,-0.011
0.42,-0.509,-0.895
0.144,-1.095,-0.316
-0.032,0.409,0.869
-0.115,-0.664,0.198
0.032,-0.782,1.35
-0.322,0.076,0.291
0.018,1.176,1.114
-0.247,-0.571,-1.46
-0.138,0.044,-0.323
0.253,-0.48,0.043
0.22,-0.19,0.199
0.15,0.668,0.359
0.057,-0.633,-0.982
-0.379,-0.871,-0.992
0.147,0.408,1.151
-0.173,0.317,-0.42
-0.002,-0.244,-0.774
0.236,0.128,1.567
0.245,-0.483,0.68
0.008,0.152,2.474
0.017,-0.223,0.066
0.181,-0.066,1.043
-0.29,-0.142,0.248
0.003,-0.923,0.199
0.117,-0.044,-0.083
-0.387,0.439,0.068
0.065,0.028,-0.433
0.276,-0.31,-0.161
0.265,0.113,0.297
0.154,0.678,-0.337
0.173,-0.264,-1.253
-0.159,0.612,0.91
-0.156,0.992,0.84
-0.298,0.243,-0.872
0.077,-0.239,-0.923
-0.449,-0.494,-1.407
-0.012,-0.566,-0.505
-0.144,0.02,0.091
0.548,-0.317,-0.824
0.216,-1.145,-1.139
0.319,0.729,0.1
0.13,0.139,0.33
0.029,-0.006,-1.384
-0.044,0.578,0.794
0.321,-0.083,0.986
-0.185,0.242,0.967
0.136,0.578,0.495
-0.221,0.082,0.522
0.006,-0.153,-0.588
-0.215,-0.356,0.38
0.061,-0.079,0.282
0.191,-0.132,0.118
0.05,-0.572,-0.483
-0.168,-0.782,-0.078
-0.015,0.959,1.295
-0.023,0.263,0.398
0.091,1.068,1.762
-0.157,0.913,1.032
0.283,0.848,0.707
0.183,0.114,0.551
0.195,-0.171,1.256
0.085,-0.204,0.1
0.122,-0.317,-1.147
0.217,-0.824,-0.293
0.151,0.115,0.663
0.22,-0.06,-0.53
-0.327,-0.161,-0.568
0.188,0.52,1.435
0.239,0.225,0.392
0.03,0.305,-0.083
0.073,0.235,0.518
-0.001,-0.177,-0.976
-0.035,0.146,-0.413
-0.088,0.941,2.128
0.476,-0.719,-0.747
0.302,0.549,0.428
0.175,-0.114,-0.286
-0.072,-0.171,-0.4
0.155,0.526,-0.853
-0.708,-0.285,0.095
0.402,0.278,0.619
-0.165,-0.177,-0.167
0.538,-0.384,-0.599
-0.307,-0.264,0.69
-0.046,-0.171,-0.152
-0.031,-0.243,-0.724
0.067,0.937,0.345
-0.273,0.882,-0.672
0.272,-0.067,1.7
-0.105,-0.062,0.363
